"","x"
"8559","LARCENY/THEFT"
"8560","ASSAULT"
"8561","LARCENY/THEFT"
"8562","OTHER OFFENSES"
"8563","LARCENY/THEFT"
"8564","LARCENY/THEFT"
"8565","OTHER OFFENSES"
"8566","OTHER OFFENSES"
"8567","OTHER OFFENSES"
"8568","LARCENY/THEFT"
"8569","LARCENY/THEFT"
"8570","LARCENY/THEFT"
"8571","LARCENY/THEFT"
"8572","LARCENY/THEFT"
"8573","LARCENY/THEFT"
"8574","LARCENY/THEFT"
"8575","LARCENY/THEFT"
"8576","OTHER OFFENSES"
"8577","OTHER OFFENSES"
"8578","OTHER OFFENSES"
"8579","LARCENY/THEFT"
"8580","LARCENY/THEFT"
"8581","LARCENY/THEFT"
"8582","OTHER OFFENSES"
"8583","LARCENY/THEFT"
"8584","LARCENY/THEFT"
"8585","LARCENY/THEFT"
"8586","LARCENY/THEFT"
"8587","OTHER OFFENSES"
"8588","OTHER OFFENSES"
"8589","ASSAULT"
"8590","NON-CRIMINAL"
"8591","NON-CRIMINAL"
"8592","NON-CRIMINAL"
"8593","LARCENY/THEFT"
"8594","LARCENY/THEFT"
"8595","LARCENY/THEFT"
"8596","LARCENY/THEFT"
"8597","ASSAULT"
"8598","ASSAULT"
"8599","ASSAULT"
"8600","LARCENY/THEFT"
"8601","LARCENY/THEFT"
"8602","MISSING PERSON"
"8603","LARCENY/THEFT"
"8604","LARCENY/THEFT"
"8605","BURGLARY"
"8606","LARCENY/THEFT"
"8607","LARCENY/THEFT"
"8608","OTHER OFFENSES"
"8609","OTHER OFFENSES"
"8610","OTHER OFFENSES"
"8611","LARCENY/THEFT"
"8612","LARCENY/THEFT"
"8613","LARCENY/THEFT"
"8614","LARCENY/THEFT"
"8615","NON-CRIMINAL"
"8616","LARCENY/THEFT"
"8617","LARCENY/THEFT"
"8618","LARCENY/THEFT"
"8619","LARCENY/THEFT"
"8620","LARCENY/THEFT"
"8621","LARCENY/THEFT"
"8622","LARCENY/THEFT"
"8623","LARCENY/THEFT"
"8624","OTHER OFFENSES"
"8625","OTHER OFFENSES"
"8626","LARCENY/THEFT"
"8627","LARCENY/THEFT"
"8628","OTHER OFFENSES"
"8629","OTHER OFFENSES"
"8630","OTHER OFFENSES"
"8631","LARCENY/THEFT"
"8632","LARCENY/THEFT"
"8633","LARCENY/THEFT"
"8634","ASSAULT"
"8635","LARCENY/THEFT"
"8636","OTHER OFFENSES"
"8637","LARCENY/THEFT"
"8638","LARCENY/THEFT"
"8639","ASSAULT"
"8640","LARCENY/THEFT"
"8641","LARCENY/THEFT"
"8642","LARCENY/THEFT"
"8643","LARCENY/THEFT"
"8644","LARCENY/THEFT"
"8645","OTHER OFFENSES"
"8646","LARCENY/THEFT"
"8647","LARCENY/THEFT"
"8648","OTHER OFFENSES"
"8649","LARCENY/THEFT"
"8650","OTHER OFFENSES"
"8651","OTHER OFFENSES"
"8652","OTHER OFFENSES"
"8653","LARCENY/THEFT"
"8654","LARCENY/THEFT"
"8655","LARCENY/THEFT"
"8656","OTHER OFFENSES"
"8657","NON-CRIMINAL"
"8658","LARCENY/THEFT"
"8659","LARCENY/THEFT"
"8660","OTHER OFFENSES"
"8661","LARCENY/THEFT"
"8662","OTHER OFFENSES"
"8663","OTHER OFFENSES"
"8664","OTHER OFFENSES"
"8665","OTHER OFFENSES"
"8666","LARCENY/THEFT"
"8667","LARCENY/THEFT"
"8668","LARCENY/THEFT"
"8669","LARCENY/THEFT"
"8670","OTHER OFFENSES"
"8671","OTHER OFFENSES"
"8672","LARCENY/THEFT"
"8673","LARCENY/THEFT"
"8674","LARCENY/THEFT"
"8675","LARCENY/THEFT"
"8676","LARCENY/THEFT"
"8677","LARCENY/THEFT"
"8678","LARCENY/THEFT"
"8679","LARCENY/THEFT"
"8680","ASSAULT"
"8681","OTHER OFFENSES"
"8682","LARCENY/THEFT"
"8683","LARCENY/THEFT"
"8684","LARCENY/THEFT"
"8685","LARCENY/THEFT"
"8686","LARCENY/THEFT"
"8687","NON-CRIMINAL"
"8688","LARCENY/THEFT"
"8689","LARCENY/THEFT"
"8690","LARCENY/THEFT"
"8691","LARCENY/THEFT"
"8692","OTHER OFFENSES"
"8693","OTHER OFFENSES"
"8694","LARCENY/THEFT"
"8695","LARCENY/THEFT"
"8696","LARCENY/THEFT"
"8697","LARCENY/THEFT"
"8698","LARCENY/THEFT"
"8699","NON-CRIMINAL"
"8700","NON-CRIMINAL"
"8701","NON-CRIMINAL"
"8702","LARCENY/THEFT"
"8703","OTHER OFFENSES"
"8704","OTHER OFFENSES"
"8705","LARCENY/THEFT"
"8706","OTHER OFFENSES"
"8707","OTHER OFFENSES"
"8708","OTHER OFFENSES"
"8709","LARCENY/THEFT"
"8710","LARCENY/THEFT"
"8711","OTHER OFFENSES"
"8712","LARCENY/THEFT"
"8713","LARCENY/THEFT"
"8714","LARCENY/THEFT"
"8715","NON-CRIMINAL"
"8716","ROBBERY"
"8717","LARCENY/THEFT"
"8718","LARCENY/THEFT"
"8719","NON-CRIMINAL"
"8720","ASSAULT"
"8721","LARCENY/THEFT"
"8722","LARCENY/THEFT"
"8723","LARCENY/THEFT"
"8724","LARCENY/THEFT"
"8725","NON-CRIMINAL"
"8726","LARCENY/THEFT"
"8727","OTHER OFFENSES"
"8728","LARCENY/THEFT"
"8729","LARCENY/THEFT"
"8730","LARCENY/THEFT"
"8731","ASSAULT"
"8732","OTHER OFFENSES"
"8733","OTHER OFFENSES"
"8734","OTHER OFFENSES"
"8735","OTHER OFFENSES"
"8736","OTHER OFFENSES"
"8737","LARCENY/THEFT"
"8738","LARCENY/THEFT"
"8739","OTHER OFFENSES"
"8740","LARCENY/THEFT"
"8741","LARCENY/THEFT"
"8742","LARCENY/THEFT"
"8743","LARCENY/THEFT"
"8744","LARCENY/THEFT"
"8745","LARCENY/THEFT"
"8746","OTHER OFFENSES"
"8747","OTHER OFFENSES"
"8748","ASSAULT"
"8749","LARCENY/THEFT"
"8750","LARCENY/THEFT"
"8751","NON-CRIMINAL"
"8752","WARRANTS"
"8753","WARRANTS"
"8754","WARRANTS"
"8755","OTHER OFFENSES"
"8756","OTHER OFFENSES"
"8757","LARCENY/THEFT"
"8758","LARCENY/THEFT"
"8759","LARCENY/THEFT"
"8760","LARCENY/THEFT"
"8761","LARCENY/THEFT"
"8762","OTHER OFFENSES"
"8763","LARCENY/THEFT"
"8764","LARCENY/THEFT"
"8765","LARCENY/THEFT"
"8766","LARCENY/THEFT"
"8767","MISSING PERSON"
"8768","MISSING PERSON"
"8769","LARCENY/THEFT"
"8770","LARCENY/THEFT"
"8771","LARCENY/THEFT"
"8772","LARCENY/THEFT"
"8773","LARCENY/THEFT"
"8774","OTHER OFFENSES"
"8775","NON-CRIMINAL"
"8776","NON-CRIMINAL"
"8777","LARCENY/THEFT"
"8778","OTHER OFFENSES"
"8779","LARCENY/THEFT"
"8780","LARCENY/THEFT"
"8781","WARRANTS"
"8782","LARCENY/THEFT"
"8783","LARCENY/THEFT"
"8784","LARCENY/THEFT"
"8785","LARCENY/THEFT"
"8786","LARCENY/THEFT"
"8787","LARCENY/THEFT"
"8788","WARRANTS"
"8789","LARCENY/THEFT"
"8790","LARCENY/THEFT"
"8791","LARCENY/THEFT"
"8792","LARCENY/THEFT"
"8793","ASSAULT"
"8794","LARCENY/THEFT"
"8795","LARCENY/THEFT"
"8796","OTHER OFFENSES"
"8797","LARCENY/THEFT"
"8798","NON-CRIMINAL"
"8799","OTHER OFFENSES"
"8800","OTHER OFFENSES"
"8801","OTHER OFFENSES"
"8802","OTHER OFFENSES"
"8803","LARCENY/THEFT"
"8804","LARCENY/THEFT"
"8805","NON-CRIMINAL"
"8806","OTHER OFFENSES"
"8807","OTHER OFFENSES"
"8808","OTHER OFFENSES"
"8809","OTHER OFFENSES"
"8810","OTHER OFFENSES"
"8811","OTHER OFFENSES"
"8812","OTHER OFFENSES"
"8813","LARCENY/THEFT"
"8814","NON-CRIMINAL"
"8815","LARCENY/THEFT"
"8816","OTHER OFFENSES"
"8817","OTHER OFFENSES"
"8818","LARCENY/THEFT"
"8819","LARCENY/THEFT"
"8820","LARCENY/THEFT"
"8821","OTHER OFFENSES"
"8822","LARCENY/THEFT"
"8823","NON-CRIMINAL"
"8824","LARCENY/THEFT"
"8825","OTHER OFFENSES"
"8826","LARCENY/THEFT"
"8827","LARCENY/THEFT"
"8828","OTHER OFFENSES"
"8829","ASSAULT"
"8830","OTHER OFFENSES"
"8831","LARCENY/THEFT"
"8832","LARCENY/THEFT"
"8833","OTHER OFFENSES"
"8834","LARCENY/THEFT"
"8835","OTHER OFFENSES"
"8836","LARCENY/THEFT"
"8837","LARCENY/THEFT"
"8838","LARCENY/THEFT"
"8839","OTHER OFFENSES"
"8840","LARCENY/THEFT"
"8841","OTHER OFFENSES"
"8842","NON-CRIMINAL"
"8843","NON-CRIMINAL"
"8844","WARRANTS"
"8845","LARCENY/THEFT"
"8846","LARCENY/THEFT"
"8847","LARCENY/THEFT"
"8848","LARCENY/THEFT"
"8849","NON-CRIMINAL"
"8850","OTHER OFFENSES"
"8851","LARCENY/THEFT"
"8852","OTHER OFFENSES"
"8853","LARCENY/THEFT"
"8854","LARCENY/THEFT"
"8855","LARCENY/THEFT"
"8856","LARCENY/THEFT"
"8857","LARCENY/THEFT"
"8858","ASSAULT"
"8859","LARCENY/THEFT"
"8860","OTHER OFFENSES"
"8861","VANDALISM"
"8862","VEHICLE THEFT"
"8863","LARCENY/THEFT"
"8864","LARCENY/THEFT"
"8865","LARCENY/THEFT"
"8866","LARCENY/THEFT"
"8867","LARCENY/THEFT"
"8868","LARCENY/THEFT"
"8869","LARCENY/THEFT"
"8870","OTHER OFFENSES"
"8871","LARCENY/THEFT"
"8872","OTHER OFFENSES"
"8873","OTHER OFFENSES"
"8874","OTHER OFFENSES"
"8875","NON-CRIMINAL"
"8876","NON-CRIMINAL"
"8877","MISSING PERSON"
"8878","LARCENY/THEFT"
"8879","LARCENY/THEFT"
"8880","OTHER OFFENSES"
"8881","LARCENY/THEFT"
"8882","OTHER OFFENSES"
"8883","LARCENY/THEFT"
"8884","OTHER OFFENSES"
"8885","LARCENY/THEFT"
"8886","VANDALISM"
"8887","NON-CRIMINAL"
"8888","OTHER OFFENSES"
"8889","LARCENY/THEFT"
"8890","VANDALISM"
"8891","VANDALISM"
"8892","NON-CRIMINAL"
"8893","WARRANTS"
"8894","WARRANTS"
"8895","OTHER OFFENSES"
"8896","OTHER OFFENSES"
"8897","OTHER OFFENSES"
"8898","LARCENY/THEFT"
"8899","NON-CRIMINAL"
"8900","LARCENY/THEFT"
"8901","OTHER OFFENSES"
"8902","OTHER OFFENSES"
"8903","OTHER OFFENSES"
"8904","OTHER OFFENSES"
"8905","OTHER OFFENSES"
"8906","NON-CRIMINAL"
"8907","LARCENY/THEFT"
"8908","ASSAULT"
"8909","OTHER OFFENSES"
"8910","LARCENY/THEFT"
"8911","LARCENY/THEFT"
"8912","OTHER OFFENSES"
"8913","LARCENY/THEFT"
"8914","LARCENY/THEFT"
"8915","NON-CRIMINAL"
"8916","LARCENY/THEFT"
"8917","OTHER OFFENSES"
"8918","OTHER OFFENSES"
"8919","OTHER OFFENSES"
"8920","LARCENY/THEFT"
"8921","LARCENY/THEFT"
"8922","OTHER OFFENSES"
"8923","OTHER OFFENSES"
"8924","LARCENY/THEFT"
"8925","LARCENY/THEFT"
"8926","OTHER OFFENSES"
"8927","LARCENY/THEFT"
"8928","LARCENY/THEFT"
"8929","OTHER OFFENSES"
"8930","LARCENY/THEFT"
"8931","LARCENY/THEFT"
"8932","LARCENY/THEFT"
"8933","LARCENY/THEFT"
"8934","OTHER OFFENSES"
"8935","LARCENY/THEFT"
"8936","OTHER OFFENSES"
"8937","LARCENY/THEFT"
"8938","OTHER OFFENSES"
"8939","LARCENY/THEFT"
"8940","LARCENY/THEFT"
"8941","NON-CRIMINAL"
"8942","NON-CRIMINAL"
"8943","LARCENY/THEFT"
"8944","LARCENY/THEFT"
"8945","LARCENY/THEFT"
"8946","LARCENY/THEFT"
"8947","OTHER OFFENSES"
"8948","OTHER OFFENSES"
"8949","LARCENY/THEFT"
"8950","LARCENY/THEFT"
"8951","OTHER OFFENSES"
"8952","OTHER OFFENSES"
"8953","LARCENY/THEFT"
"8954","LARCENY/THEFT"
"8955","ASSAULT"
"8956","LARCENY/THEFT"
"8957","LARCENY/THEFT"
"8958","LARCENY/THEFT"
"8959","LARCENY/THEFT"
"8960","LARCENY/THEFT"
"8961","LARCENY/THEFT"
"8962","OTHER OFFENSES"
"8963","LARCENY/THEFT"
"8964","OTHER OFFENSES"
"8965","OTHER OFFENSES"
"8966","OTHER OFFENSES"
"8967","LARCENY/THEFT"
"8968","LARCENY/THEFT"
"8969","LARCENY/THEFT"
"8970","OTHER OFFENSES"
"8971","LARCENY/THEFT"
"8972","LARCENY/THEFT"
"8973","OTHER OFFENSES"
"8974","LARCENY/THEFT"
"8975","LARCENY/THEFT"
"8976","OTHER OFFENSES"
"8977","LARCENY/THEFT"
"8978","LARCENY/THEFT"
"8979","LARCENY/THEFT"
"8980","LARCENY/THEFT"
"8981","LARCENY/THEFT"
"8982","LARCENY/THEFT"
"8983","LARCENY/THEFT"
"8984","OTHER OFFENSES"
"8985","LARCENY/THEFT"
"8986","LARCENY/THEFT"
"8987","OTHER OFFENSES"
"8988","OTHER OFFENSES"
"8989","OTHER OFFENSES"
"8990","OTHER OFFENSES"
"8991","OTHER OFFENSES"
"8992","LARCENY/THEFT"
"8993","LARCENY/THEFT"
"8994","OTHER OFFENSES"
"8995","LARCENY/THEFT"
"8996","LARCENY/THEFT"
"8997","LARCENY/THEFT"
"8998","LARCENY/THEFT"
"8999","OTHER OFFENSES"
"9000","LARCENY/THEFT"
"9001","OTHER OFFENSES"
"9002","OTHER OFFENSES"
"9003","LARCENY/THEFT"
"9004","LARCENY/THEFT"
"9005","OTHER OFFENSES"
"9006","LARCENY/THEFT"
"9007","LARCENY/THEFT"
"9008","LARCENY/THEFT"
"9009","LARCENY/THEFT"
"9010","OTHER OFFENSES"
"9011","OTHER OFFENSES"
"9012","OTHER OFFENSES"
"9013","LARCENY/THEFT"
"9014","OTHER OFFENSES"
"9015","OTHER OFFENSES"
"9016","LARCENY/THEFT"
"9017","LARCENY/THEFT"
"9018","LARCENY/THEFT"
"9019","LARCENY/THEFT"
"9020","LARCENY/THEFT"
"9021","LARCENY/THEFT"
"9022","LARCENY/THEFT"
"9023","LARCENY/THEFT"
"9024","LARCENY/THEFT"
"9025","LARCENY/THEFT"
"9026","LARCENY/THEFT"
"9027","LARCENY/THEFT"
"9028","LARCENY/THEFT"
"9029","OTHER OFFENSES"
"9030","LARCENY/THEFT"
"9031","LARCENY/THEFT"
"9032","LARCENY/THEFT"
"9033","LARCENY/THEFT"
"9034","ASSAULT"
"9035","LARCENY/THEFT"
"9036","OTHER OFFENSES"
"9037","LARCENY/THEFT"
"9038","OTHER OFFENSES"
"9039","LARCENY/THEFT"
"9040","LARCENY/THEFT"
"9041","NON-CRIMINAL"
"9042","OTHER OFFENSES"
"9043","LARCENY/THEFT"
"9044","LARCENY/THEFT"
"9045","LARCENY/THEFT"
"9046","LARCENY/THEFT"
"9047","NON-CRIMINAL"
"9048","ASSAULT"
"9049","ASSAULT"
"9050","OTHER OFFENSES"
"9051","OTHER OFFENSES"
"9052","OTHER OFFENSES"
"9053","LARCENY/THEFT"
"9054","LARCENY/THEFT"
"9055","LARCENY/THEFT"
"9056","LARCENY/THEFT"
"9057","MISSING PERSON"
"9058","LARCENY/THEFT"
"9059","LARCENY/THEFT"
"9060","LARCENY/THEFT"
"9061","OTHER OFFENSES"
"9062","LARCENY/THEFT"
"9063","NON-CRIMINAL"
"9064","LARCENY/THEFT"
"9065","LARCENY/THEFT"
"9066","LARCENY/THEFT"
"9067","LARCENY/THEFT"
"9068","LARCENY/THEFT"
"9069","LARCENY/THEFT"
"9070","LARCENY/THEFT"
"9071","OTHER OFFENSES"
"9072","OTHER OFFENSES"
"9073","LARCENY/THEFT"
"9074","LARCENY/THEFT"
"9075","LARCENY/THEFT"
"9076","LARCENY/THEFT"
"9077","LARCENY/THEFT"
"9078","LARCENY/THEFT"
"9079","LARCENY/THEFT"
"9080","NON-CRIMINAL"
"9081","BURGLARY"
"9082","BURGLARY"
"9083","BURGLARY"
"9084","LARCENY/THEFT"
"9085","NON-CRIMINAL"
"9086","LARCENY/THEFT"
"9087","OTHER OFFENSES"
"9088","NON-CRIMINAL"
"9089","NON-CRIMINAL"
"9090","NON-CRIMINAL"
"9091","LARCENY/THEFT"
"9092","LARCENY/THEFT"
"9093","NON-CRIMINAL"
"9094","LARCENY/THEFT"
"9095","LARCENY/THEFT"
"9096","ASSAULT"
"9097","ASSAULT"
"9098","LARCENY/THEFT"
"9099","LARCENY/THEFT"
"9100","LARCENY/THEFT"
"9101","LARCENY/THEFT"
"9102","NON-CRIMINAL"
"9103","NON-CRIMINAL"
"9104","LARCENY/THEFT"
"9105","OTHER OFFENSES"
"9106","OTHER OFFENSES"
"9107","LARCENY/THEFT"
"9108","LARCENY/THEFT"
"9109","NON-CRIMINAL"
"9110","OTHER OFFENSES"
"9111","OTHER OFFENSES"
"9112","OTHER OFFENSES"
"9113","OTHER OFFENSES"
"9114","LARCENY/THEFT"
"9115","LARCENY/THEFT"
"9116","LARCENY/THEFT"
"9117","LARCENY/THEFT"
"9118","LARCENY/THEFT"
"9119","OTHER OFFENSES"
"9120","LARCENY/THEFT"
"9121","LARCENY/THEFT"
"9122","LARCENY/THEFT"
"9123","LARCENY/THEFT"
"9124","LARCENY/THEFT"
"9125","LARCENY/THEFT"
"9126","LARCENY/THEFT"
"9127","LARCENY/THEFT"
"9128","LARCENY/THEFT"
"9129","LARCENY/THEFT"
"9130","LARCENY/THEFT"
"9131","LARCENY/THEFT"
"9132","LARCENY/THEFT"
"9133","LARCENY/THEFT"
"9134","OTHER OFFENSES"
"9135","LARCENY/THEFT"
"9136","NON-CRIMINAL"
"9137","LARCENY/THEFT"
"9138","LARCENY/THEFT"
"9139","LARCENY/THEFT"
"9140","LARCENY/THEFT"
"9141","LARCENY/THEFT"
"9142","ROBBERY"
"9143","ROBBERY"
"9144","OTHER OFFENSES"
"9145","OTHER OFFENSES"
"9146","LARCENY/THEFT"
"9147","LARCENY/THEFT"
"9148","NON-CRIMINAL"
"9149","LARCENY/THEFT"
"9150","ASSAULT"
"9151","LARCENY/THEFT"
"9152","LARCENY/THEFT"
"9153","LARCENY/THEFT"
"9154","LARCENY/THEFT"
"9155","LARCENY/THEFT"
"9156","LARCENY/THEFT"
"9157","ASSAULT"
"9158","LARCENY/THEFT"
"9159","LARCENY/THEFT"
"9160","LARCENY/THEFT"
"9161","LARCENY/THEFT"
"9162","LARCENY/THEFT"
"9163","LARCENY/THEFT"
"9164","LARCENY/THEFT"
"9165","LARCENY/THEFT"
"9166","OTHER OFFENSES"
"9167","OTHER OFFENSES"
"9168","MISSING PERSON"
"9169","MISSING PERSON"
"9170","LARCENY/THEFT"
"9171","LARCENY/THEFT"
"9172","NON-CRIMINAL"
"9173","NON-CRIMINAL"
"9174","ASSAULT"
"9175","ASSAULT"
"9176","OTHER OFFENSES"
"9177","LARCENY/THEFT"
"9178","LARCENY/THEFT"
"9179","LARCENY/THEFT"
"9180","OTHER OFFENSES"
"9181","LARCENY/THEFT"
"9182","LARCENY/THEFT"
"9183","LARCENY/THEFT"
"9184","NON-CRIMINAL"
"9185","LARCENY/THEFT"
"9186","OTHER OFFENSES"
"9187","OTHER OFFENSES"
"9188","LARCENY/THEFT"
"9189","LARCENY/THEFT"
"9190","LARCENY/THEFT"
"9191","NON-CRIMINAL"
"9192","LARCENY/THEFT"
"9193","LARCENY/THEFT"
"9194","LARCENY/THEFT"
"9195","LARCENY/THEFT"
"9196","LARCENY/THEFT"
"9197","OTHER OFFENSES"
"9198","NON-CRIMINAL"
"9199","OTHER OFFENSES"
"9200","LARCENY/THEFT"
"9201","LARCENY/THEFT"
"9202","OTHER OFFENSES"
"9203","LARCENY/THEFT"
"9204","LARCENY/THEFT"
"9205","LARCENY/THEFT"
"9206","OTHER OFFENSES"
"9207","OTHER OFFENSES"
"9208","LARCENY/THEFT"
"9209","LARCENY/THEFT"
"9210","LARCENY/THEFT"
"9211","LARCENY/THEFT"
"9212","LARCENY/THEFT"
"9213","LARCENY/THEFT"
"9214","LARCENY/THEFT"
"9215","LARCENY/THEFT"
"9216","LARCENY/THEFT"
"9217","NON-CRIMINAL"
"9218","OTHER OFFENSES"
"9219","OTHER OFFENSES"
"9220","ASSAULT"
"9221","ASSAULT"
"9222","NON-CRIMINAL"
"9223","OTHER OFFENSES"
"9224","OTHER OFFENSES"
"9225","LARCENY/THEFT"
"9226","ASSAULT"
"9227","LARCENY/THEFT"
"9228","OTHER OFFENSES"
"9229","LARCENY/THEFT"
"9230","OTHER OFFENSES"
"9231","LARCENY/THEFT"
"9232","NON-CRIMINAL"
"9233","LARCENY/THEFT"
"9234","LARCENY/THEFT"
"9235","OTHER OFFENSES"
"9236","LARCENY/THEFT"
"9237","LARCENY/THEFT"
"9238","LARCENY/THEFT"
"9239","OTHER OFFENSES"
"9240","NON-CRIMINAL"
"9241","LARCENY/THEFT"
"9242","ASSAULT"
"9243","ASSAULT"
"9244","ASSAULT"
"9245","LARCENY/THEFT"
"9246","LARCENY/THEFT"
"9247","LARCENY/THEFT"
"9248","LARCENY/THEFT"
"9249","LARCENY/THEFT"
"9250","LARCENY/THEFT"
"9251","LARCENY/THEFT"
"9252","OTHER OFFENSES"
"9253","LARCENY/THEFT"
"9254","LARCENY/THEFT"
"9255","LARCENY/THEFT"
"9256","LARCENY/THEFT"
"9257","LARCENY/THEFT"
"9258","LARCENY/THEFT"
"9259","LARCENY/THEFT"
"9260","LARCENY/THEFT"
"9261","NON-CRIMINAL"
"9262","LARCENY/THEFT"
"9263","OTHER OFFENSES"
"9264","LARCENY/THEFT"
"9265","LARCENY/THEFT"
"9266","VANDALISM"
"9267","LARCENY/THEFT"
"9268","LARCENY/THEFT"
"9269","LARCENY/THEFT"
"9270","LARCENY/THEFT"
"9271","LARCENY/THEFT"
"9272","LARCENY/THEFT"
"9273","LARCENY/THEFT"
"9274","LARCENY/THEFT"
"9275","LARCENY/THEFT"
"9276","LARCENY/THEFT"
"9277","NON-CRIMINAL"
"9278","LARCENY/THEFT"
"9279","LARCENY/THEFT"
"9280","OTHER OFFENSES"
"9281","NON-CRIMINAL"
"9282","NON-CRIMINAL"
"9283","NON-CRIMINAL"
"9284","LARCENY/THEFT"
"9285","LARCENY/THEFT"
"9286","LARCENY/THEFT"
"9287","LARCENY/THEFT"
"9288","NON-CRIMINAL"
"9289","NON-CRIMINAL"
"9290","LARCENY/THEFT"
"9291","OTHER OFFENSES"
"9292","OTHER OFFENSES"
"9293","LARCENY/THEFT"
"9294","OTHER OFFENSES"
"9295","LARCENY/THEFT"
"9296","OTHER OFFENSES"
"9297","LARCENY/THEFT"
"9298","OTHER OFFENSES"
"9299","LARCENY/THEFT"
"9300","LARCENY/THEFT"
"9301","LARCENY/THEFT"
"9302","LARCENY/THEFT"
"9303","OTHER OFFENSES"
"9304","NON-CRIMINAL"
"9305","OTHER OFFENSES"
"9306","LARCENY/THEFT"
"9307","LARCENY/THEFT"
"9308","LARCENY/THEFT"
"9309","LARCENY/THEFT"
"9310","OTHER OFFENSES"
"9311","LARCENY/THEFT"
"9312","LARCENY/THEFT"
"9313","NON-CRIMINAL"
"9314","OTHER OFFENSES"
"9315","LARCENY/THEFT"
"9316","LARCENY/THEFT"
"9317","LARCENY/THEFT"
"9318","NON-CRIMINAL"
"9319","WARRANTS"
"9320","WARRANTS"
"9321","LARCENY/THEFT"
"9322","LARCENY/THEFT"
"9323","NON-CRIMINAL"
"9324","NON-CRIMINAL"
"9325","LARCENY/THEFT"
"9326","LARCENY/THEFT"
"9327","LARCENY/THEFT"
"9328","LARCENY/THEFT"
"9329","LARCENY/THEFT"
"9330","NON-CRIMINAL"
"9331","LARCENY/THEFT"
"9332","LARCENY/THEFT"
"9333","LARCENY/THEFT"
"9334","LARCENY/THEFT"
"9335","LARCENY/THEFT"
"9336","LARCENY/THEFT"
"9337","NON-CRIMINAL"
"9338","OTHER OFFENSES"
"9339","OTHER OFFENSES"
"9340","VEHICLE THEFT"
"9341","LARCENY/THEFT"
"9342","LARCENY/THEFT"
"9343","LARCENY/THEFT"
"9344","LARCENY/THEFT"
"9345","LARCENY/THEFT"
"9346","LARCENY/THEFT"
"9347","LARCENY/THEFT"
"9348","LARCENY/THEFT"
"9349","OTHER OFFENSES"
"9350","LARCENY/THEFT"
"9351","LARCENY/THEFT"
"9352","LARCENY/THEFT"
"9353","NON-CRIMINAL"
"9354","NON-CRIMINAL"
"9355","NON-CRIMINAL"
"9356","LARCENY/THEFT"
"9357","LARCENY/THEFT"
"9358","LARCENY/THEFT"
"9359","LARCENY/THEFT"
"9360","LARCENY/THEFT"
"9361","LARCENY/THEFT"
"9362","LARCENY/THEFT"
"9363","LARCENY/THEFT"
"9364","LARCENY/THEFT"
"9365","LARCENY/THEFT"
"9366","VANDALISM"
"9367","OTHER OFFENSES"
"9368","LARCENY/THEFT"
"9369","LARCENY/THEFT"
"9370","OTHER OFFENSES"
"9371","LARCENY/THEFT"
"9372","LARCENY/THEFT"
"9373","LARCENY/THEFT"
"9374","LARCENY/THEFT"
"9375","OTHER OFFENSES"
"9376","LARCENY/THEFT"
"9377","LARCENY/THEFT"
"9378","NON-CRIMINAL"
"9379","LARCENY/THEFT"
"9380","LARCENY/THEFT"
"9381","LARCENY/THEFT"
"9382","LARCENY/THEFT"
"9383","LARCENY/THEFT"
"9384","LARCENY/THEFT"
"9385","LARCENY/THEFT"
"9386","NON-CRIMINAL"
"9387","LARCENY/THEFT"
"9388","LARCENY/THEFT"
"9389","LARCENY/THEFT"
"9390","LARCENY/THEFT"
"9391","LARCENY/THEFT"
"9392","OTHER OFFENSES"
"9393","SUSPICIOUS OCC"
"9394","LARCENY/THEFT"
"9395","LARCENY/THEFT"
"9396","BURGLARY"
"9397","LARCENY/THEFT"
"9398","LARCENY/THEFT"
"9399","LARCENY/THEFT"
"9400","OTHER OFFENSES"
"9401","OTHER OFFENSES"
"9402","LARCENY/THEFT"
"9403","LARCENY/THEFT"
"9404","LARCENY/THEFT"
"9405","LARCENY/THEFT"
"9406","LARCENY/THEFT"
"9407","LARCENY/THEFT"
"9408","OTHER OFFENSES"
"9409","LARCENY/THEFT"
"9410","LARCENY/THEFT"
"9411","LARCENY/THEFT"
"9412","LARCENY/THEFT"
"9413","LARCENY/THEFT"
"9414","OTHER OFFENSES"
"9415","OTHER OFFENSES"
"9416","OTHER OFFENSES"
"9417","LARCENY/THEFT"
"9418","LARCENY/THEFT"
"9419","NON-CRIMINAL"
"9420","NON-CRIMINAL"
"9421","LARCENY/THEFT"
"9422","LARCENY/THEFT"
"9423","LARCENY/THEFT"
"9424","LARCENY/THEFT"
"9425","LARCENY/THEFT"
"9426","LARCENY/THEFT"
"9427","VEHICLE THEFT"
"9428","LARCENY/THEFT"
"9429","LARCENY/THEFT"
"9430","OTHER OFFENSES"
"9431","ASSAULT"
"9432","LARCENY/THEFT"
"9433","LARCENY/THEFT"
"9434","NON-CRIMINAL"
"9435","OTHER OFFENSES"
"9436","LARCENY/THEFT"
"9437","LARCENY/THEFT"
"9438","LARCENY/THEFT"
"9439","LARCENY/THEFT"
"9440","LARCENY/THEFT"
"9441","WARRANTS"
"9442","LARCENY/THEFT"
"9443","LARCENY/THEFT"
"9444","LARCENY/THEFT"
"9445","LARCENY/THEFT"
"9446","LARCENY/THEFT"
"9447","NON-CRIMINAL"
